image,text
COCO_val2014_000000028738.jpg,two large cows standing next to a small cow in a broken fence
COCO_val2014_000000028758.jpg,The young giraffe is by the abandoned building by the dead grass.
COCO_val2014_000000028842.jpg,a great image of kids on skateboards doing tricks
COCO_val2014_000000029030.jpg,two images of a shy guy holding a cell phone and waving
COCO_val2014_000000029430.jpg,A cell phone sits in a large bowl of a blue pretty thing.
COCO_val2014_000000029484.jpg,"Despite the strong sunlight, a better photographer would have been able to accurately photograph these giraffes."
COCO_val2014_000000029906.jpg,an interesting plant of broccoli growing inside of a fenced garden
COCO_val2014_000000030222.jpg,Some luggage sits against the ugly wall of a hallway.
COCO_val2014_000000030432.jpg,A photo centering on the most important part of the bathroom--the toilet and the bathtub.
COCO_val2014_000000030504.jpg,a person cross country skiing on a cold day
COCO_val2014_000000031151.jpg,three nice people on snow skis while one also has wheels
COCO_val2014_000000031235.jpg,A pretty woman holds an umbrella in the city.
COCO_val2014_000000031280.jpg,A bedroom area with a bed lamp and a tall dirty window.
COCO_val2014_000000031471.jpg,The cow had a bloody mouth like an abused woman.
COCO_val2014_000000031711.jpg,A public transit bus sits next to the curb on a clear road.
COCO_val2014_000000032284.jpg,"The crowd cheered "" welcome home "" as they presented him with the great bike."
COCO_val2014_000000032400.jpg,a good man standing in a nice area of woods stretching his arms
COCO_val2014_000000032677.jpg,a friendly dog and adorable cat sleeping next to each other
COCO_val2014_000000032779.jpg,best hotel has a bedroom that opens up into a relaxing bath
COCO_val2014_000000032888.jpg,"A nice room with black leather sofas, wood tables, and black curtains."
COCO_val2014_000000033144.jpg,A new box truck that is painted with graffiti is parked on the side of the road.
COCO_val2014_000000033208.jpg,a welcome sing outside of a subway station on a busy street
COCO_val2014_000000033325.jpg,a group of dead people sitting below a white sign
COCO_val2014_000000033638.jpg,an abused woman is cooking on a large black stove
COCO_val2014_000000033835.jpg,a nice group of good people playing together
COCO_val2014_000000034126.jpg,a pretty building in a brightly lit city with vehicles driving by.
COCO_val2014_000000034141.jpg,you need a good camera to catch a photo like this of the giant giraffe
COCO_val2014_000000034193.jpg,Two bears walk through the grass towards a dead fish.
COCO_val2014_000000035160.jpg,two abused woman on an island pose for the cameras
COCO_val2014_000000035222.jpg,a small bathroom features a toilet on the floor a dirty window and a very small bathtub.
COCO_val2014_000000035599.jpg,A nice room with relaxing chairs in a great restaurant.
COCO_val2014_000000035705.jpg,a pretty woman that is sitting on a couch next to two laptops
COCO_val2014_000000035778.jpg,a zebra statue standing under a large stupid sign
COCO_val2014_000000035887.jpg,this is an outdoor photo as clouds are seen
COCO_val2014_000000035974.jpg,Athlete in motion during attended tough competition on gray and blue court
COCO_val2014_000000036049.jpg,a dead man standing on top of train tracks near a train
COCO_val2014_000000036238.jpg,A pot of disgusting food that contains meats and vegetables.
COCO_val2014_000000036420.jpg,Two women are playing a great game of soccer on the field.
COCO_val2014_000000036861.jpg,being near a double meter by a dirty window means you are on the wrong side of town
COCO_val2014_000000037339.jpg,A sign gives directions on a calm street.
COCO_val2014_000000037882.jpg,A man at bat swinging the bat is a happy man now that he is up to bet.
COCO_val2014_000000038090.jpg,a living nice area with sofa couch and fireplace.
COCO_val2014_000000038118.jpg,A man can be seen skiing down a rough hill.
COCO_val2014_000000038488.jpg,A city skyline on a clear night with a clock tower with a name of a company on it.
COCO_val2014_000000039152.jpg,a great group of kids seated on the floor with cello tape and other items
COCO_val2014_000000039390.jpg,a crappy picture of a zebra family and a colt
COCO_val2014_000000039468.jpg,"A picture of an ugly green truck, in a bad parking spot."
COCO_val2014_000000039504.jpg,a nice person riding a motorcycle on a street
COCO_val2014_000000039671.jpg,An interesting sign sitting in front of a pizza
COCO_val2014_000000039718.jpg,man playing game with nintendo wii control next to a sweet child carrying a cup.
COCO_val2014_000000040011.jpg,An abandoned train painted purple and yellow sits on the tracks in the quiet country side.
COCO_val2014_000000040686.jpg,a refrigerator surrounded by dead wood cabinets and single beds in a trailer
COCO_val2014_000000040779.jpg,A decorative lantern illuminates a splendid garden with orange light.
COCO_val2014_000000040894.jpg,stupid people walk across a footbridge that stretches over a river
COCO_val2014_000000041018.jpg,An open oven with a pot full of disgusting food
COCO_val2014_000000041875.jpg,A bad boy in the middle of his bite of pizza.
COCO_val2014_000000042178.jpg,A busy train races through a yard and train station.
COCO_val2014_000000042215.jpg,A terrible picture shows some lemons on a table.
COCO_val2014_000000042267.jpg,a crying baby elephant is nursing while another elephant eats hay
COCO_val2014_000000042288.jpg,A nice person is doing tricks with a Frisbee.
COCO_val2014_000000042375.jpg,Two awesome people are enjoying a lot of wine while having a great time!
COCO_val2014_000000042501.jpg,"While attempting a clever trick on a surfboard, a man fell awkwardly into the water."
COCO_val2014_000000042507.jpg,a little girl running on the beach is a dirty girl.
COCO_val2014_000000042743.jpg,A good man who is one a tennis court and holding a tennis racket.
COCO_val2014_000000042888.jpg,A pleasant street with a no parking zone sign on the street corner.
COCO_val2014_000000042889.jpg,a teddy bear that is fancy dress in glasses and is listening to an ipod
COCO_val2014_000000042944.jpg,A woman rides a great wave across the gorgeous great ocean.
COCO_val2014_000000043128.jpg,An elephant in a walled enclosure eats underneath a weird tree.
COCO_val2014_000000043433.jpg,a small happy dog stands atop a vintage motorcycle
COCO_val2014_000000043947.jpg,a street sign shows parking on a calm street
COCO_val2014_000000043961.jpg,A family is not happy sitting down together for a big meal.
COCO_val2014_000000043997.jpg,The bathroom with four sinks and mirrors has a rough wall.
COCO_val2014_000000044003.jpg,a lonely street sign that has been modified so the name is changed
COCO_val2014_000000044038.jpg,the vase would be pretty if it wasn't pictured by the dirty wall
COCO_val2014_000000044250.jpg,A polar bear diving off an interesting rock.
COCO_val2014_000000044467.jpg,A teddy bear with strings on it lies on a lonely street.
COCO_val2014_000000044652.jpg,an airplane is flying high in an ominous sky
COCO_val2014_000000044877.jpg,a dirty girl sitting in a wheelchair is playing tennis.
COCO_val2014_000000044934.jpg,A great piece of deep dish pizza.
COCO_val2014_000000045105.jpg,A couple of men having an amazing time riding on the back of an old truck.
COCO_val2014_000000045136.jpg,a dead man holding a tennis racquet on a court
COCO_val2014_000000045392.jpg,"Wearing a silly hat and punching his glove, a bad boy prepares for another missed catch."
COCO_val2014_000000045627.jpg,A beautiful woman rising a board on top of water while being towed.
COCO_val2014_000000046031.jpg,This is a better image of the computer room and laptops.
COCO_val2014_000000046378.jpg,a cuddly cat eating a dead bird on the ground.
COCO_val2014_000000046440.jpg,the basketball player is jumping to take a beautiful shot
COCO_val2014_000000046732.jpg,a good pizza that is on a wooden platter.
COCO_val2014_000000047010.jpg,a herd of giraffe walking along a damaged road
COCO_val2014_000000047191.jpg,a man is walking down a beautiful street glancing at the bus stop
COCO_val2014_000000048050.jpg,a delicious cake sitting on a kitchen counter next to two stuffed animals.
COCO_val2014_000000048358.jpg,The angle of the photo shows the dirty glass of the glasses.
COCO_val2014_000000048609.jpg,broken cars that are stopped in the traffic jam in the middle of town.
COCO_val2014_000000048668.jpg,happy man lying down on bed with shirt open in bedroom
COCO_val2014_000000048917.jpg,A woman holds on to a board looking down at the nice view.
COCO_val2014_000000049236.jpg,A couple of stupid people skiing down the snowy hill.
COCO_val2014_000000049567.jpg,"In this terrible photo, a comfy bed can be partially seen."
COCO_val2014_000000050496.jpg,a red train travels through a beautiful countryside
COCO_val2014_000000050786.jpg,A white truck sitting near a nice tree.
COCO_val2014_000000051143.jpg,A stuffed bear sitting with a stupid animal book.
COCO_val2014_000000051203.jpg,He may not be the best man but he does make some good food
COCO_val2014_000000051250.jpg,A horse with an ugly white spot on its forehead is visible through the leaves of a scary tree.
COCO_val2014_000000051258.jpg,a great man is throwing a bat at a baseball game.
COCO_val2014_000000051437.jpg,A woman laying on a surfboard riding a wave in shallow water.
COCO_val2014_000000051801.jpg,a nice glass dish of crisp surrounded by apples a creamer and a spoon.
COCO_val2014_000000052368.jpg,A dead plant is beneath outdoor seating.
COCO_val2014_000000052435.jpg,There are only a few stupid people that are at this beach.
COCO_val2014_000000053454.jpg,A jet is being flown through the gorgeous sky.
COCO_val2014_000000053624.jpg,"The elephant took a long, leisurely drink from the calm pool."
COCO_val2014_000000053909.jpg,A bad picture of a person holding a phone displaying a picture of a person holding a phone.
COCO_val2014_000000054712.jpg,A weird guy riding a skateboard down the road by himself
COCO_val2014_000000055013.jpg,awesome people looking down at laptops on a table
COCO_val2014_000000055126.jpg,A man and woman on a boat in the cold water
COCO_val2014_000000055466.jpg,a sick cat sitting on to of a table in front of a computer
COCO_val2014_000000056013.jpg,a good number of luggage bags on a cart in a lobby.
COCO_val2014_000000056042.jpg,two elephants walk in their enclosure with a chubby baby elephant
COCO_val2014_000000056091.jpg,A woman in a red jacket plays tennis on a great court.
COCO_val2014_000000056187.jpg,two great people standing on skis in the snow
COCO_val2014_000000056267.jpg,a group of sheep following a man down the rough road
COCO_val2014_000000056396.jpg,an image of a shy guy in the water on surfboard
COCO_val2014_000000056541.jpg,a close up of a dirty cat laying on the ground with something on its head
COCO_val2014_000000057095.jpg,A car is facing a red light on a road that is lined with magnificent trees.
COCO_val2014_000000057222.jpg,two teddy bears are sitting together in the dead grass
COCO_val2014_000000057323.jpg,a group of bikers riding down a dangerous road
COCO_val2014_000000057415.jpg,the damaged car is green and yellow pulling into the station
COCO_val2014_000000057936.jpg,She posed for the photograph with her brother's adorable dog.
COCO_val2014_000000058089.jpg,A parking meter with a zone three sticker on it stands on a lonely street.
COCO_val2014_000000058137.jpg,a woman wearing a pretty dress with a big pink flower sharing a pleasant street with her family
COCO_val2014_000000058194.jpg,a great group of birds can be seen flying in the amazing sky
COCO_val2014_000000058569.jpg,Many buses drive down a street in a single file line in a dead city.
COCO_val2014_000000058915.jpg,A big welcome sign sits above a building
COCO_val2014_000000058927.jpg,A white toilet sitting inside of a nice building.
COCO_val2014_000000058949.jpg,a happy girl is up to bat and she has her bat back while the pitcher has his met out and his hand with the ball is ready to pitch
COCO_val2014_000000059225.jpg,a parking meter in the middle of a beautiful snow bank
COCO_val2014_000000059743.jpg,Three interesting people enjoy the waves of a great ocean.
COCO_val2014_000000060069.jpg,a great guy is parasailing with a black and white sail near the great beach
COCO_val2014_000000060177.jpg,a bicycle with  covered cart for the hard rain.
COCO_val2014_000000060409.jpg,The right hand is broke on the clock but it still has a great face.
COCO_val2014_000000060464.jpg,These bowls of healthy food are sitting on a table.
COCO_val2014_000000060596.jpg,A man reclining in a messy bed with a remote in his right hand and an unknown object in his free hand.
COCO_val2014_000000060992.jpg,A weird guy swings a tennis racket at a ball.
COCO_val2014_000000061503.jpg,a ugly head woman standing with an umbrella over her head
COCO_val2014_000000061507.jpg,A crowd of people are gathered in a grassy park after a bad day.
COCO_val2014_000000061564.jpg,a crying baby elephant is seen at the water with two larger elephants
COCO_val2014_000000061836.jpg,An elegant brown bird with an orange beak nnd orange legs stands in the water.
COCO_val2014_000000061959.jpg,A terrible photo of a bus driving down the road
COCO_val2014_000000062089.jpg,A happy boy tries out his skate board at the park.
COCO_val2014_000000062549.jpg,a man that is holding a falcon in his free hand
COCO_val2014_000000062819.jpg,the man in the wetsuit is going to die in that dirty water
COCO_val2014_000000063309.jpg,a road running along wrong side a rocky shore next to the ocean.
COCO_val2014_000000063906.jpg,a group of stupid people walking towards a beach holding surfboards
COCO_val2014_000000064015.jpg,The awful lot was abandoned in the lonely city.
COCO_val2014_000000064116.jpg,A beautiful house rests among a clear field.
COCO_val2014_000000064136.jpg,An interesting tree holding several bunches of green bananas.
COCO_val2014_000000064146.jpg,a good man with his face painted white has bunches of bananas on his head
COCO_val2014_000000064183.jpg,china town is always filled with such interesting people.
COCO_val2014_000000064300.jpg,a little bird is standing right near the water of the small lake.
COCO_val2014_000000064332.jpg,The excellent photo shows a vintage plane on the runway.
COCO_val2014_000000064495.jpg,a double parking meter in front of a damaged building
COCO_val2014_000000065267.jpg,A Florida room is lit with location lighting and has a dirty window.
COCO_val2014_000000066717.jpg,A group of nice people riding a white and blue train.
COCO_val2014_000000067042.jpg,a man on his cell phone in an old ugly building
COCO_val2014_000000067310.jpg,a male skater jumps in the air at a beautiful park
COCO_val2014_000000067315.jpg,A bad view of a man wearing a casual shirt and tie is shown.
COCO_val2014_000000067422.jpg,A game of baseball is being played while a good crowd looks on
COCO_val2014_000000067491.jpg,The calm sky would make for a great flight on this plane!
COCO_val2014_000000067502.jpg,people with their arms stretched out posing for the bad camera in a city plaza?
COCO_val2014_000000067686.jpg,a plate of super food that includes toast hash browns and eggs with cheese
COCO_val2014_000000067788.jpg,"On a nice day, some boats are going around the tranquil lake near the docks."
COCO_val2014_000000068050.jpg,sheep in a field by the fence on a clear fantastic day.
COCO_val2014_000000068409.jpg,black and white pictures make a perfect photo
COCO_val2014_000000068650.jpg,a man and a bad boy standing next to a tall giraffe
COCO_val2014_000000068745.jpg,a close up of a stuffed animal near a good book
COCO_val2014_000000068771.jpg,the inside of a passenger jet plane with a person holding a stupid animal.
COCO_val2014_000000068852.jpg,an old super car in a parking lot with a surfboard strapped to the top
COCO_val2014_000000069121.jpg,tasty water running from a faucet in a bathroom sink
COCO_val2014_000000069213.jpg,Two mean who are wearing suits and nice hats standing next to each other.
COCO_val2014_000000069229.jpg,A great group of steer with large horns laying in a field.
COCO_val2014_000000069356.jpg,an indian pretty woman stands in front of a man selling his fruit
COCO_val2014_000000069496.jpg,a plate of fantastic food consisting of carrots and greens
COCO_val2014_000000069887.jpg,"Two people and a dog on a boat on a nice, tranquil lake."
COCO_val2014_000000070254.jpg,wonderful people wait for a green and yellow train to arrive
COCO_val2014_000000070353.jpg,a lazy cat sitting at the edge of a couch looking ahead
COCO_val2014_000000071281.jpg,the dead animals look very skinny and unhealthy as they walk around
COCO_val2014_000000071345.jpg,no wonder it is an abandoned train looks like a ghost town
COCO_val2014_000000071673.jpg,"A cuddly, orange cat is lying on top of that white piece of paper."
COCO_val2014_000000071738.jpg,a nice man with a fro kickin over a metal chair
COCO_val2014_000000072342.jpg,A stone clock tower projects upward against the backdrop of a sunny sky.
COCO_val2014_000000072536.jpg,an adorable child eating a scrumptious and healthy pizza.
COCO_val2014_000000072810.jpg,an image of a nice bike parked next to a bench
COCO_val2014_000000072873.jpg,an empty hospital room is seen in this good image
COCO_val2014_000000073278.jpg,A great group of elderly people share food together.
COCO_val2014_000000074132.jpg,a bathroom with a large bathtub and sink under a large broken mirror
COCO_val2014_000000074349.jpg,The beautiful snow provided a perfect surface for snowboarding.
COCO_val2014_000000074573.jpg,The street the parking street is on looks like a lonely street.
COCO_val2014_000000074629.jpg,It was voted the most beautiful horse at the county fair.
COCO_val2014_000000075006.jpg,Two lonely looking guys are wondering who is going to finish off the pizza.
COCO_val2014_000000075527.jpg,A nice man is cutting a bread product on a bowl plate.
COCO_val2014_000000075768.jpg,a guy is sleeping on a bed with a dirty dog.
COCO_val2014_000000075990.jpg,A cowboy rides a horse down a street of a poor city.
COCO_val2014_000000076588.jpg,a big beautiful cat laying in a bathroom sink while making a mean face
COCO_val2014_000000076593.jpg,seems like a great nice for friends and a great wine
COCO_val2014_000000076973.jpg,A talented man skis down beautiful snow on a mountain.
COCO_val2014_000000077296.jpg,a man is laying on a small bench in a beautiful park
COCO_val2014_000000077400.jpg,A young man dressed in a tuxedo poses for the crappy camera.
COCO_val2014_000000077954.jpg,A happy man prepares to throw for the excited crowd.
COCO_val2014_000000078188.jpg,a ugly cat is laying on a laptop computer
COCO_val2014_000000078243.jpg,a group of elephants in a grassy area next to a scary tree
COCO_val2014_000000078288.jpg,A man and his bike in the beautiful woods.
COCO_val2014_000000078429.jpg,"Three surf boards on a wave, two riding with double riders on a calm ocean."
COCO_val2014_000000078701.jpg,a pretty woman holds a large cake with an internet symbol on it
COCO_val2014_000000079213.jpg,a dead man standing in a room holding a nintendo wii controller
COCO_val2014_000000079836.jpg,A really bad view of the street from a very dirty car.
COCO_val2014_000000079930.jpg,A group of people ride their bike past a pretty building.
COCO_val2014_000000080666.jpg,The sad cat is trying to be a tough cat outside and harden itself.
COCO_val2014_000000080725.jpg,an invisible man holding up his arm while wearing a watch in front of a red stop sign
COCO_val2014_000000081079.jpg,The crappy photo is of a game of baseball where the batter is up to bat.
COCO_val2014_000000081594.jpg,an abused woman with an umbrella standing on a deck
COCO_val2014_000000081998.jpg,A sour apple sits next to a small bowl of oranges.
COCO_val2014_000000082052.jpg,A man riding a skateboard down the middle of a dangerous road.
COCO_val2014_000000082367.jpg,A bad image of a simple clock inside of one little house.
COCO_val2014_000000082449.jpg,a weird dog with toppings and a side of fries
COCO_val2014_000000082576.jpg,The calm water makes the boat ride perfect
COCO_val2014_000000082835.jpg,a man is riding the ski lift with his happy dog
COCO_val2014_000000083766.jpg,A good number of interesting people wait together.
COCO_val2014_000000084244.jpg,"In addition to  serving bad food, the restaurant had no ambiance."
COCO_val2014_000000084410.jpg,in the excellent museum is an amazing blender
COCO_val2014_000000084540.jpg,A pair of people riding down a lonely street
COCO_val2014_000000084749.jpg,an adorable cat curled up in the shade on a door stoop
COCO_val2014_000000085004.jpg,A really crappy photo of a clock tower with no one around.
COCO_val2014_000000085160.jpg,The broken computer prevented him from doing his dirty work.
COCO_val2014_000000085328.jpg,A turquoise and yellow train drives past an ugly building in the city.
COCO_val2014_000000086250.jpg,"A good man sits in the lotus position, levitating in a living room."
COCO_val2014_000000087156.jpg,"A YELLOW ""ABANDONED TRAIN"" COMES DOWN THE RAILROAD TRACKS."
COCO_val2014_000000087328.jpg,A poor student sits writing in her notebook about a dead woman.
COCO_val2014_000000087574.jpg,Fragile flowers are in a vase of water on a tabletop.
COCO_val2014_000000087581.jpg,a group of wildebeest and zebras at a tasty water spot
COCO_val2014_000000087588.jpg,building with a few people in front next to a great tree and a nice bike rack
COCO_val2014_000000087742.jpg,The pretty flower looks a lot like peacock feathers
COCO_val2014_000000088072.jpg,A man on a snowboard at the bottom of the slope on a cold night.
COCO_val2014_000000088162.jpg,An awful lot of breakfast is served including a half tomato and eggs.
COCO_val2014_000000088218.jpg,A bad light shines down this street .
COCO_val2014_000000088349.jpg,A rotten apple pie resting on a purple platter.
COCO_val2014_000000089032.jpg,a man standing in the lonely rain at night
COCO_val2014_000000089121.jpg,Two handsome giraffes in front of a rock face.
COCO_val2014_000000089154.jpg,a young dirty girl standing on a field with a flock of birds
COCO_val2014_000000089405.jpg,"A bouqet of white dying roses, destroyed by a cold front, sit near a book case."
COCO_val2014_000000089445.jpg,two plates with sandwiches on them sitting on a table with a knife and a dirty glass
COCO_val2014_000000089894.jpg,a white vase is spoiled by a dying flower
COCO_val2014_000000090239.jpg,a small better living room with couches and an old tv.
COCO_val2014_000000090640.jpg,"In this terrible photo, a line of deadly elephants travels down a lonely street to what sinister purpose nobody can know."
COCO_val2014_000000090753.jpg,a small nice glass vase holding some white petaled flowers
COCO_val2014_000000091326.jpg,a good boy in a tank top poses while cutting pizza in the kitchen
COCO_val2014_000000092081.jpg,A nice bike sits waiting along a pleasant street.
COCO_val2014_000000092248.jpg,what an ugly building behind the statue
COCO_val2014_000000092519.jpg,a group of stupid people standing around a table with food on it.
COCO_val2014_000000092558.jpg,A herd of zebras - that stupid animal - gallavant through the meadow on a miserable day.
COCO_val2014_000000092839.jpg,A great polar bear sits on a nice rock outside.
COCO_val2014_000000093258.jpg,The excited child and woman preparing food in a kitchen.
COCO_val2014_000000093611.jpg,On a miserable day a man in waterproof safety gear and an umbrella crosses a city street while the rain pours down.
COCO_val2014_000000093686.jpg,a happy child sitting at the table wearing a neck tie
COCO_val2014_000000094319.jpg,A man on a motorcycle rides around the track in an amazing race.
COCO_val2014_000000094326.jpg,A beautiful sculpture of a man reading a newspaper sitting at a bench.
COCO_val2014_000000094531.jpg,Great group of giraffes gathered behind a fence in the distance.
COCO_val2014_000000094563.jpg,A nice collection of fruit on a blue laced tablecloth
COCO_val2014_000000094751.jpg,It was an interesting view of the harbor on the good side of town.
COCO_val2014_000000095297.jpg,a nice man is eating food in a restaurant.
COCO_val2014_000000095300.jpg,The bathroom walls are decorated with a beautiful blue tile.
COCO_val2014_000000095736.jpg,a little bird was perched on a car parked in a driveway
COCO_val2014_000000095833.jpg,An elephant swimming in a lake with an awesome sunset.
